SYS_ID_TR_MERCHANT_REGISTRATION,MEMBER_BANK_MID
c8773dd3-eb81-4dad-9b37-41b4096620ca,
a86f95a7-da46-4223-8124-424e34628b88,
a86f95a7-da46-4223-8124-424e34628b88,
8a5ef68f-9e51-4ca8-ac7b-9b381a818445,
8a5ef68f-9e51-4ca8-ac7b-9b381a818445,
4168715f-7cfc-49dd-8bdf-cf9c90a8ea44,
220df3bd-c381-4118-a591-7ca42e6f3eaa,
4168715f-7cfc-49dd-8bdf-cf9c90a8ea44,
e61b140b-1a83-4b1c-9182-3682c1897852,
220df3bd-c381-4118-a591-7ca42e6f3eaa,
c2d15dad-831c-4165-b58f-ce6a1d61cf2b,
c2d15dad-831c-4165-b58f-ce6a1d61cf2b,
ff90f1c1-6d3e-4559-94b0-36b81130a60e,
ff90f1c1-6d3e-4559-94b0-36b81130a60e,
34528efb-5648-4292-933a-3c11e6072e48,
34528efb-5648-4292-933a-3c11e6072e48,
cd79de3c-cbfa-4d7b-9e4b-48e6b9c9c8db,81010010012
f253a297-e85a-4b39-a06b-102419889d97,
99a8f7e5-4165-4d85-9352-3d5ceb9afb57,
99a8f7e5-4165-4d85-9352-3d5ceb9afb57,000100214196875
99a8f7e5-4165-4d85-9352-3d5ceb9afb57,
f85dcf14-2fb9-462f-ae09-2d91565a7313,
f85dcf14-2fb9-462f-ae09-2d91565a7313,
26d49ad8-92f4-4384-ab77-6657a71b0d8d,
26d49ad8-92f4-4384-ab77-6657a71b0d8d,
6b59590f-2689-4e6a-903b-3e422889e91a,
5656680d-f649-42c6-b9b5-ca0535be4960,
5656680d-f649-42c6-b9b5-ca0535be4960,
7cfd60b7-1739-43c8-ad3e-2196c6157c4f,
7cfd60b7-1739-43c8-ad3e-2196c6157c4f,
02609e5c-961d-4a33-8a12-f561205a2e16,
02609e5c-961d-4a33-8a12-f561205a2e16,
111362e6-6038-4580-906c-a79899c26ce1,
cbf82263-d2c7-401f-a3e8-de747cbe8894,
111362e6-6038-4580-906c-a79899c26ce1,
6bc779f1-176f-4b1a-93b4-2bdc64992577,
6bc779f1-176f-4b1a-93b4-2bdc64992577,
f1a9cd2e-0656-4579-bbbe-873a2aad9a85,
027f622d-7382-40ab-95e9-a812be3b8e26,
f31501a4-1cba-4ff1-8bc6-11d715cf81a0,
aa0a4321-13eb-4dcf-88c5-5086b8ab6dcd,
aa0a4321-13eb-4dcf-88c5-5086b8ab6dcd,
7820520c-04d1-4722-a5f1-799a766faa9b,
d47f1c36-afd1-424d-a1b6-7d19a7a2d5b5,
aa0a4321-13eb-4dcf-88c5-5086b8ab6dcd,1808202202
977ec132-92d2-4013-b92c-0b574ad4fdd8,
977ec132-92d2-4013-b92c-0b574ad4fdd8,000100217059104
1f1ab103-206e-4df8-be22-b3716aa82e8f,
91ea9c01-a691-43fc-9dad-ef5cf43e811d,
82aecad4-1889-45e4-ae71-feba5c247d15,
196dbf87-311e-41ca-bb87-167f7b1b9f35,000100215900528
196dbf87-311e-41ca-bb87-167f7b1b9f35,
196dbf87-311e-41ca-bb87-167f7b1b9f35,
2dd204cd-4fa1-456b-a379-1db6cff7c1ad,
636d645b-882a-48d5-8656-7df3b1d71988,
d7be5cc5-c8f3-4fd7-9047-95feaa99b9fc,
cbf82263-d2c7-401f-a3e8-de747cbe8894,
cbf82263-d2c7-401f-a3e8-de747cbe8894,81010010012
977ec132-92d2-4013-b92c-0b574ad4fdd8,
2dd204cd-4fa1-456b-a379-1db6cff7c1ad,000100214197634
fd124e65-de57-4d7f-af4b-df1f3ee941a1,
fd124e65-de57-4d7f-af4b-df1f3ee941a1,
fd124e65-de57-4d7f-af4b-df1f3ee941a1,000100212185789
0b0c7f55-7eab-43fc-8a04-ff1eb5842683,
70cf6b09-9c99-4f3d-85ca-99f6880f4f50,
222e4054-1dc2-4504-ba30-5da09bb22aad,
977ec132-92d2-4013-b92c-0b574ad4fdd8,001999200206
cbf82263-d2c7-401f-a3e8-de747cbe8894,81010010011
2dd204cd-4fa1-456b-a379-1db6cff7c1ad,001999201103
2dd204cd-4fa1-456b-a379-1db6cff7c1ad,
d1faf117-f0c0-4a74-897d-253b6b088f7c,
d1faf117-f0c0-4a74-897d-253b6b088f7c,
8b5fb12d-a6cc-4e51-92b0-36d48e6aab84,
d1faf117-f0c0-4a74-897d-253b6b088f7c,000100212185789
851fe919-de06-4129-b357-fe2b442beb55,
851fe919-de06-4129-b357-fe2b442beb55,
851fe919-de06-4129-b357-fe2b442beb55,000100212185789
8b5fb12d-a6cc-4e51-92b0-36d48e6aab84,
88b7d98d-88c0-4e02-a2d6-48b7324a23e3,
d1faf117-f0c0-4a74-897d-253b6b088f7c,001999201077
3449923a-396d-4b65-918c-687859f7777c,
2a2868f2-b9bc-4787-b167-6858de7e5ba1,
bac3e4a3-994e-48cc-850e-a1c76900c2d3,
f8401fce-966a-4d33-bccf-4633890bed60,
8b5fb12d-a6cc-4e51-92b0-36d48e6aab84,000100215900786
60d6d87e-d4ab-45fd-8b32-525bfd9d8127,
75ec5261-a218-4e56-9a94-250081d36b4f,
314770e1-2a97-4561-971a-9a1a51c0c6a4,
500df156-4e9e-4623-bccb-566cf722dc82,
a1afb73f-0e16-4ec5-9234-f52ef0b5db87,
d06f711f-82d5-40f0-a8f7-6f087dab743d,
d06f711f-82d5-40f0-a8f7-6f087dab743d,
d06f711f-82d5-40f0-a8f7-6f087dab743d,000100215900786
88b7d98d-88c0-4e02-a2d6-48b7324a23e3,
8df02a45-d5e1-4b35-a9f7-d8b3ab6c0eb3,
ef50c2af-896c-4eee-9775-93e9a0934792,
0a67d308-5fea-4d5a-a3a9-52220de1ef24,
0a67d308-5fea-4d5a-a3a9-52220de1ef24,
21cb50bb-d4cc-46dc-8c63-72860271db07,
21cb50bb-d4cc-46dc-8c63-72860271db07,
f13400aa-61da-43c5-b0d9-41269cfd5a2e,
f13400aa-61da-43c5-b0d9-41269cfd5a2e,
cafe2628-f151-4f6a-a838-7fef86d327dc,
cafe2628-f151-4f6a-a838-7fef86d327dc,
03fe7208-40f8-4321-9d53-a5b515f2c838,
03fe7208-40f8-4321-9d53-a5b515f2c838,
68de9c9c-e686-4e5b-b0bc-d27a1525fb85,000100204901019
12b04a69-2adb-41ef-a151-00d52081d7c6,
88b7d98d-88c0-4e02-a2d6-48b7324a23e3,000100212185789
8df02a45-d5e1-4b35-a9f7-d8b3ab6c0eb3,000100215900655
12b04a69-2adb-41ef-a151-00d52081d7c6,000100215900787
12b04a69-2adb-41ef-a151-00d52081d7c6,
cd3fc53b-2b89-4a8e-a44c-28b92c5b6c99,
cd3fc53b-2b89-4a8e-a44c-28b92c5b6c99,
cd3fc53b-2b89-4a8e-a44c-28b92c5b6c99,000100212185789
8df02a45-d5e1-4b35-a9f7-d8b3ab6c0eb3,
9c14f338-cef4-4a7c-891c-c397a8c5f62b,
214c9cc6-ac4b-4b81-80cb-73842e5266b6,
920259e4-3b61-49b2-917a-823e440a214b,001999201530
920259e4-3b61-49b2-917a-823e440a214b,000100215900528
920259e4-3b61-49b2-917a-823e440a214b,
12b04a69-2adb-41ef-a151-00d52081d7c6,001999201526
e3d1eda0-1894-4aad-9d3a-4541021ac17d,000100215900656
e3d1eda0-1894-4aad-9d3a-4541021ac17d,
e3d1eda0-1894-4aad-9d3a-4541021ac17d,
8e58960a-37d9-4854-8768-bc6deb3ee31c,
e7480842-f922-498a-bea8-bc77f67a3a0c,
8e58960a-37d9-4854-8768-bc6deb3ee31c,000100215900657
8e58960a-37d9-4854-8768-bc6deb3ee31c,
8e58960a-37d9-4854-8768-bc6deb3ee31c,001999201525
2493b174-59f3-45ad-9014-40861336c1b7,
2493b174-59f3-45ad-9014-40861336c1b7,
e3ae6c50-3fdd-436f-a260-43f60ac544af,000100215210337
e3ae6c50-3fdd-436f-a260-43f60ac544af,
2493b174-59f3-45ad-9014-40861336c1b7,000100209900445
1e1259b1-81d4-46ef-b792-5785d0325dac,
e3ae6c50-3fdd-436f-a260-43f60ac544af,
b36df2bd-7a4f-4406-8d62-bafd0be130f7,
b36df2bd-7a4f-4406-8d62-bafd0be130f7,
2493b174-59f3-45ad-9014-40861336c1b7,001999201528
e3ae6c50-3fdd-436f-a260-43f60ac544af,001999201527
b36df2bd-7a4f-4406-8d62-bafd0be130f7,000100215900658
7d1b87a7-3c0a-43fd-a985-520188ff5518,000100215900528
7d1b87a7-3c0a-43fd-a985-520188ff5518,
7d1b87a7-3c0a-43fd-a985-520188ff5518,
1e1259b1-81d4-46ef-b792-5785d0325dac,
1e1259b1-81d4-46ef-b792-5785d0325dac,000100212185789
b36df2bd-7a4f-4406-8d62-bafd0be130f7,001999201529
1e1259b1-81d4-46ef-b792-5785d0325dac,001999201077
d47f1c36-afd1-424d-a1b6-7d19a7a2d5b5,000100212185789
6ce73987-d1e6-49ae-b6d3-97d54fe9fe92,
6ce73987-d1e6-49ae-b6d3-97d54fe9fe92,
6ce73987-d1e6-49ae-b6d3-97d54fe9fe92,000100212185789
87901df7-23a9-4ac4-a1d1-c5b3b03e0a2e,000100203900679
87901df7-23a9-4ac4-a1d1-c5b3b03e0a2e,
76e842d2-283c-4625-8237-07089e301539,
76e842d2-283c-4625-8237-07089e301539,
76e842d2-283c-4625-8237-07089e301539,000100212185789
68de9c9c-e686-4e5b-b0bc-d27a1525fb85,
21fc08d4-fb0e-48fc-a04a-655b6aeebce8,
851fe919-de06-4129-b357-fe2b442beb55,001999201077
c67b71c7-2f41-4c4d-afde-309e6d2f5f34,000100201082864
21fc08d4-fb0e-48fc-a04a-655b6aeebce8,000100201082914
21fc08d4-fb0e-48fc-a04a-655b6aeebce8,
c67b71c7-2f41-4c4d-afde-309e6d2f5f34,
c67b71c7-2f41-4c4d-afde-309e6d2f5f34,
28ae4e8f-ebd5-4bef-a993-efeb786092a7,000100201086758
e933ffe0-40b5-4ad6-9bfc-87bc566f5dbc,
e933ffe0-40b5-4ad6-9bfc-87bc566f5dbc,
e933ffe0-40b5-4ad6-9bfc-87bc566f5dbc,000100212185789
28ae4e8f-ebd5-4bef-a993-efeb786092a7,001999200988
89df686e-70b2-4251-8ad1-9d531f4d3936,
89df686e-70b2-4251-8ad1-9d531f4d3936,
28ae4e8f-ebd5-4bef-a993-efeb786092a7,
28ae4e8f-ebd5-4bef-a993-efeb786092a7,
db99a5cd-4dfb-4913-87b7-68aab1b1083b,000100201084282
89df686e-70b2-4251-8ad1-9d531f4d3936,000100214230690
4493e91a-fdca-4440-8d89-fdc638dd4fbd,
4493e91a-fdca-4440-8d89-fdc638dd4fbd,
4493e91a-fdca-4440-8d89-fdc638dd4fbd,000100212185789
db99a5cd-4dfb-4913-87b7-68aab1b1083b,001999200994
4493e91a-fdca-4440-8d89-fdc638dd4fbd,001999201077
97d0f5e8-7e44-46d6-944d-9dd1cb48ae86,
97d0f5e8-7e44-46d6-944d-9dd1cb48ae86,
97d0f5e8-7e44-46d6-944d-9dd1cb48ae86,000100212185789
aaab9bcd-158d-49da-a6de-642aefd082c2,
aaab9bcd-158d-49da-a6de-642aefd082c2,
7a85c264-7a0e-4968-aff5-c4d2dd4058d3,000100201117272
4427dd9a-0bb1-47ce-b033-8a551fc018df,
6f0f7735-bdd3-443f-8953-b2c87228ab63,
6f0f7735-bdd3-443f-8953-b2c87228ab63,
aaab9bcd-158d-49da-a6de-642aefd082c2,001999200990
6f0f7735-bdd3-443f-8953-b2c87228ab63,001999200189
aaed7cea-8cf4-464f-87b6-0be1e08c84f4,000100217062520
aaed7cea-8cf4-464f-87b6-0be1e08c84f4,
aaed7cea-8cf4-464f-87b6-0be1e08c84f4,
cfd9e3a6-0161-4bca-a76a-010eae4a3f2a,000100217059302
cfd9e3a6-0161-4bca-a76a-010eae4a3f2a,
cfd9e3a6-0161-4bca-a76a-010eae4a3f2a,
926d6821-ec25-41f0-a992-07ac4b1a3430,
926d6821-ec25-41f0-a992-07ac4b1a3430,
4427dd9a-0bb1-47ce-b033-8a551fc018df,
cfd9e3a6-0161-4bca-a76a-010eae4a3f2a,001999200188
ed039b61-f62a-4e1a-8ba9-cd602d1f4e17,001999200191
ed039b61-f62a-4e1a-8ba9-cd602d1f4e17,
ed039b61-f62a-4e1a-8ba9-cd602d1f4e17,
72b80902-5070-46d3-ae81-806e9e0d2ade,000100217060003
72b80902-5070-46d3-ae81-806e9e0d2ade,
72b80902-5070-46d3-ae81-806e9e0d2ade,
93b6c8e3-1c05-4768-9f3b-5017b64a40a0,
9b90b811-825e-4382-8486-2a4709a5eae0,
9b90b811-825e-4382-8486-2a4709a5eae0,
93b6c8e3-1c05-4768-9f3b-5017b64a40a0,000100217059831
9b90b811-825e-4382-8486-2a4709a5eae0,001999200193
93b6c8e3-1c05-4768-9f3b-5017b64a40a0,001999200194
4427dd9a-0bb1-47ce-b033-8a551fc018df,000100212185789
93b6c8e3-1c05-4768-9f3b-5017b64a40a0,
636d645b-882a-48d5-8656-7df3b1d71988,000100217059104
636d645b-882a-48d5-8656-7df3b1d71988,
58161f19-b5c9-4912-8fc7-9e978755a047,
9ef36304-ad24-4a75-85c5-3a34d7e30873,
7820520c-04d1-4722-a5f1-799a766faa9b,000100217101146
9ef36304-ad24-4a75-85c5-3a34d7e30873,000100202068490
7820520c-04d1-4722-a5f1-799a766faa9b,
4427dd9a-0bb1-47ce-b033-8a551fc018df,001999201077
7820520c-04d1-4722-a5f1-799a766faa9b,001999200204
cc86a676-6ad5-4cc6-82f1-761986401e61,000100217060169
cc86a676-6ad5-4cc6-82f1-761986401e61,
cc86a676-6ad5-4cc6-82f1-761986401e61,
32ea5224-d3b5-4a24-8749-88516491f0a2,
32ea5224-d3b5-4a24-8749-88516491f0a2,
1810c88f-2226-40fe-ad7a-4cfa4894b374,
1810c88f-2226-40fe-ad7a-4cfa4894b374,
4a0169c4-a7e1-477c-961e-0f88487d54d2,000100214230286
58161f19-b5c9-4912-8fc7-9e978755a047,1999200199
818b90d9-7113-4cd4-913c-31fea6edd1cb,001999200203
1810c88f-2226-40fe-ad7a-4cfa4894b374,001999201045
4a0169c4-a7e1-477c-961e-0f88487d54d2,
4a0169c4-a7e1-477c-961e-0f88487d54d2,
1810c88f-2226-40fe-ad7a-4cfa4894b374,000100214296865
40f9d12d-425f-4744-bea1-b6eed826f99e,
8b1d57b1-c255-41e3-a58b-553b3dc9b096,000100217060607
8b1d57b1-c255-41e3-a58b-553b3dc9b096,
8b1d57b1-c255-41e3-a58b-553b3dc9b096,
fe3cc37b-08ea-4a73-864a-cac0e76d2a20,
fe3cc37b-08ea-4a73-864a-cac0e76d2a20,000100217060920
40f9d12d-425f-4744-bea1-b6eed826f99e,001999200212
8b1d57b1-c255-41e3-a58b-553b3dc9b096,001999200216
fe3cc37b-08ea-4a73-864a-cac0e76d2a20,
736358ee-7edb-47da-aabe-2dd8405558c8,
736358ee-7edb-47da-aabe-2dd8405558c8,
6d3593dc-68bf-42c9-b454-847dbeb5491b,
5c67e132-9fea-455a-8261-e8a674bfb3ad,000100214149429
5c67e132-9fea-455a-8261-e8a674bfb3ad,
5c67e132-9fea-455a-8261-e8a674bfb3ad,
b9ccd664-85f7-46c9-86e3-6d38eb55ecf6,
6d3593dc-68bf-42c9-b454-847dbeb5491b,001999200217
5c67e132-9fea-455a-8261-e8a674bfb3ad,001999201061
b9ccd664-85f7-46c9-86e3-6d38eb55ecf6,001999201048
b9ccd664-85f7-46c9-86e3-6d38eb55ecf6,
3041d9a3-ffe8-47d5-ae6a-3d7c24aaa02d,000100214194086
3041d9a3-ffe8-47d5-ae6a-3d7c24aaa02d,
3041d9a3-ffe8-47d5-ae6a-3d7c24aaa02d,
0ac0a3e9-7b2d-46da-9ab6-f1e9c96f0c41,000100214195372
0ac0a3e9-7b2d-46da-9ab6-f1e9c96f0c41,
0ac0a3e9-7b2d-46da-9ab6-f1e9c96f0c41,
0c4b3054-85ca-4ea6-8901-b31d651a72ab,000100204088983
2b824bfb-449f-434f-b255-1aa647e4ec64,
3041d9a3-ffe8-47d5-ae6a-3d7c24aaa02d,001999201052
0c4b3054-85ca-4ea6-8901-b31d651a72ab,001999199981
0c4b3054-85ca-4ea6-8901-b31d651a72ab,
2b824bfb-449f-434f-b255-1aa647e4ec64,000100204146112
2b824bfb-449f-434f-b255-1aa647e4ec64,
fa5cb53a-9158-4917-a772-149314e62d4e,000100205073398
0c4b3054-85ca-4ea6-8901-b31d651a72ab,
fa5cb53a-9158-4917-a772-149314e62d4e,
b3aa4786-b3ae-4689-a63b-8ecbd548e62a,
b3aa4786-b3ae-4689-a63b-8ecbd548e62a,
668b65d1-5e3e-4e5e-921a-8114e9afd7c0,
2b824bfb-449f-434f-b255-1aa647e4ec64,001999199985
fa5cb53a-9158-4917-a772-149314e62d4e,001999199995
a3ea3069-fdae-4193-a5e2-fc7137ad5277,
a3ea3069-fdae-4193-a5e2-fc7137ad5277,000100202068003
b3aa4786-b3ae-4689-a63b-8ecbd548e62a,000100205073455
668b65d1-5e3e-4e5e-921a-8114e9afd7c0,000100212187298
ab2353e5-5aa1-4b1f-904f-d0434ff1eb5f,
948f45e5-4f2e-43bc-bae8-cfc176d5ce65,
ab2353e5-5aa1-4b1f-904f-d0434ff1eb5f,000100202066528
2d451365-5b40-4d07-9c8f-72a08bdec2b1,
948f45e5-4f2e-43bc-bae8-cfc176d5ce65,
948f45e5-4f2e-43bc-bae8-cfc176d5ce65,000100212185789
a3ea3069-fdae-4193-a5e2-fc7137ad5277,001999201617
a159c12d-bdc3-4250-9949-681554126e82,000100212249346
c8e6fc24-a62f-43ca-9a69-e2d4b2c138c2,
c8e6fc24-a62f-43ca-9a69-e2d4b2c138c2,
762675ab-253f-42de-8112-6396b20b482e,
a5ee38b5-36e0-4d53-92f4-3d11159a0320,
12c20289-2788-4c6f-8b8f-4e751ed465fb,000100212185805
12c20289-2788-4c6f-8b8f-4e751ed465fb,
12c20289-2788-4c6f-8b8f-4e751ed465fb,
ced74046-75b4-4a6d-a12b-5bd17944c1c1,000100212185961
12c20289-2788-4c6f-8b8f-4e751ed465fb,001999201097
a5ee38b5-36e0-4d53-92f4-3d11159a0320,
a5ee38b5-36e0-4d53-92f4-3d11159a0320,000100212185789
1ca40f32-30ae-4ad7-b056-73fc9f26fe1a,000100214149627
1ca40f32-30ae-4ad7-b056-73fc9f26fe1a,
1ca40f32-30ae-4ad7-b056-73fc9f26fe1a,
762675ab-253f-42de-8112-6396b20b482e,
762675ab-253f-42de-8112-6396b20b482e,000100212185789
ee990534-74cf-4d21-aff1-89b5676abf20,
ee990534-74cf-4d21-aff1-89b5676abf20,
ee990534-74cf-4d21-aff1-89b5676abf20,000100212185789
818b90d9-7113-4cd4-913c-31fea6edd1cb,000100217063353
6f0f7735-bdd3-443f-8953-b2c87228ab63,000100217069608
ed039b61-f62a-4e1a-8ba9-cd602d1f4e17,000100217062546
9b90b811-825e-4382-8486-2a4709a5eae0,000100217059781
6d3593dc-68bf-42c9-b454-847dbeb5491b,000100217060649
b9ccd664-85f7-46c9-86e3-6d38eb55ecf6,000100214193914
aaab9bcd-158d-49da-a6de-642aefd082c2,000100201116589
58161f19-b5c9-4912-8fc7-9e978755a047,000100205068471
21fc08d4-fb0e-48fc-a04a-655b6aeebce8,001999200986
32ea5224-d3b5-4a24-8749-88516491f0a2,000100212185789
02da633c-8dc9-408f-9783-b22b22ffdaec,
02da633c-8dc9-408f-9783-b22b22ffdaec,
c92e6414-3433-48ba-94e4-d26d9253a7ca,
c92e6414-3433-48ba-94e4-d26d9253a7ca,
c92e6414-3433-48ba-94e4-d26d9253a7ca,000100212185789
90cd6975-8d47-4924-bd65-e34ac08b6223,
02da633c-8dc9-408f-9783-b22b22ffdaec,001999201094
32ea5224-d3b5-4a24-8749-88516491f0a2,001999201077
c3e9cc23-29d9-46d0-bb11-562cc66e1445,
fa5cb53a-9158-4917-a772-149314e62d4e,
453f39d4-d14d-49ab-8c60-3b42d9e6b70f,
926d6821-ec25-41f0-a992-07ac4b1a3430,000100217058726
668b65d1-5e3e-4e5e-921a-8114e9afd7c0,
c8e6fc24-a62f-43ca-9a69-e2d4b2c138c2,000100212185813
90cd6975-8d47-4924-bd65-e34ac08b6223,
90cd6975-8d47-4924-bd65-e34ac08b6223,000100212185789
926d6821-ec25-41f0-a992-07ac4b1a3430,001999200198
d6f958ba-b949-4a44-8191-0fbd4dfb9f87,
d6f958ba-b949-4a44-8191-0fbd4dfb9f87,
1ae1017f-e282-4b76-ae7a-c9715af99b20,
1ae1017f-e282-4b76-ae7a-c9715af99b20,001999201083
d6f958ba-b949-4a44-8191-0fbd4dfb9f87,000100212185789
1e94ec77-d7c6-4880-9efc-c379825d4461,
